x-axis,1,2
second,Volt,Volt
+23.644000E-03,-14.572864E-03,+0.0E+00
+23.645000E-03,-10.552764E-03,-1.256281E-03
+23.646000E-03,-8.040201E-03,+2.512563E-03
+23.647000E-03,-8.040201E-03,+2.512563E-03
+23.648000E-03,-9.045226E-03,-15.326633E-03
+23.649000E-03,+8.040201E-03,-12.060301E-03
+23.650000E-03,+8.040201E-03,-8.040201E-03
+23.651000E-03,-5.025126E-03,+1.256281E-03
+23.652000E-03,-6.532663E-03,-12.060301E-03
+23.653000E-03,-8.040201E-03,-22.613065E-03
+23.654000E-03,-22.613065E-03,-20.100502E-03
+23.655000E-03,-29.145728E-03,-12.060301E-03
+23.656000E-03,-22.613065E-03,-12.060301E-03
+23.657000E-03,-13.065326E-03,-4.020100E-03
+23.658000E-03,-14.572864E-03,-20.100502E-03
+23.659000E-03,-18.592965E-03,-20.100502E-03
+23.660000E-03,-22.613065E-03,-20.100502E-03
+23.661000E-03,-16.080402E-03,-8.040201E-03
+23.662000E-03,-9.045226E-03,+12.060301E-03
+23.663000E-03,-13.065326E-03,-8.040201E-03
+23.664000E-03,-8.040201E-03,-18.592965E-03
+23.665000E-03,+0.0E+00,-24.120603E-03
+23.666000E-03,+0.0E+00,-16.080402E-03
+23.667000E-03,-8.040201E-03,-14.572864E-03
+23.668000E-03,-8.040201E-03,-4.020100E-03
+23.669000E-03,-10.552764E-03,-6.532663E-03
+23.670000E-03,-24.120603E-03,-12.060301E-03
+23.671000E-03,-8.040201E-03,-14.572864E-03
+23.672000E-03,+0.0E+00,-16.080402E-03
+23.673000E-03,+8.040201E-03,-22.613065E-03
+23.674000E-03,+8.040201E-03,-12.562814E-03
+23.675000E-03,+0.0E+00,-16.080402E-03
+23.676000E-03,-8.040201E-03,-19.346733E-03
+23.677000E-03,-8.040201E-03,-20.100502E-03
+23.678000E-03,-1.005025E-03,-24.120603E-03
+23.679000E-03,-16.080402E-03,-17.336683E-03
+23.680000E-03,-8.040201E-03,-28.140703E-03
+23.681000E-03,+0.0E+00,-12.060301E-03
+23.682000E-03,-8.040201E-03,-15.326633E-03
+23.683000E-03,-8.040201E-03,-14.572864E-03
+23.684000E-03,+0.0E+00,-7.286432E-03
+23.685000E-03,+0.0E+00,-1.256281E-03
+23.686000E-03,-8.040201E-03,+0.0E+00
+23.687000E-03,-13.065326E-03,-6.532663E-03
+23.688000E-03,-1.005025E-03,-12.562814E-03
+23.689000E-03,-10.552764E-03,-8.040201E-03
+23.690000E-03,-9.045226E-03,-15.326633E-03
