x-axis,1,2
second,Volt,Volt
+3.87200E-03,-103.01507E-03,+48.24121E-03
+3.87300E-03,-126.88442E-03,+45.22613E-03
+3.87400E-03,-120.60301E-03,+40.20100E-03
+3.87500E-03,-120.60301E-03,+40.20100E-03
+3.87600E-03,-100.50251E-03,+48.24121E-03
+3.87700E-03,-120.60301E-03,+53.26633E-03
+3.87800E-03,-120.60301E-03,+48.24121E-03
+3.87900E-03,-120.60301E-03,+42.71357E-03
+3.88000E-03,-136.93467E-03,+40.20100E-03
+3.88100E-03,-120.60301E-03,+50.75377E-03
+3.88200E-03,-120.60301E-03,+48.24121E-03
+3.88300E-03,-140.70352E-03,+56.28141E-03
+3.88400E-03,-140.70352E-03,+48.24121E-03
+3.88500E-03,-140.70352E-03,+56.28141E-03
+3.88600E-03,-140.70352E-03,+57.28643E-03
+3.88700E-03,-140.70352E-03,+64.32161E-03
+3.88800E-03,-140.70352E-03,+56.28141E-03
+3.88900E-03,-140.70352E-03,+40.20100E-03
+3.89000E-03,-157.03517E-03,+54.77387E-03
+3.89100E-03,-160.80402E-03,+40.20100E-03
+3.89200E-03,-160.80402E-03,+56.28141E-03
+3.89300E-03,-173.36683E-03,+40.20100E-03
+3.89400E-03,-140.70352E-03,+48.24121E-03
+3.89500E-03,-140.70352E-03,+64.32161E-03
+3.89600E-03,-153.26633E-03,+64.32161E-03
+3.89700E-03,-140.70352E-03,+48.24121E-03
+3.89800E-03,-157.03517E-03,+49.24623E-03
+3.89900E-03,-133.16583E-03,+40.20100E-03
+3.90000E-03,-140.70352E-03,+49.24623E-03
+3.90100E-03,-153.26633E-03,+24.12060E-03
+3.90200E-03,-123.11558E-03,+30.65327E-03
+3.90300E-03,-146.98492E-03,+37.18593E-03
+3.90400E-03,-140.70352E-03,+56.28141E-03
+3.90500E-03,-140.70352E-03,+48.24121E-03
+3.90600E-03,-123.11558E-03,+41.20603E-03
+3.90700E-03,-140.70352E-03,+32.16080E-03
+3.90800E-03,-126.88442E-03,+22.61307E-03
+3.90900E-03,-133.16583E-03,+32.16080E-03
+3.91000E-03,-136.93467E-03,+33.16583E-03
+3.91100E-03,-140.70352E-03,+29.14573E-03
+3.91200E-03,-123.11558E-03,+22.61307E-03
+3.91300E-03,-100.50251E-03,+18.59296E-03
+3.91400E-03,-120.60301E-03,+9.04523E-03
+3.91500E-03,-100.50251E-03,+16.08040E-03
+3.91600E-03,-96.73367E-03,+34.67337E-03
+3.91700E-03,-106.78392E-03,+16.08040E-03
+3.91800E-03,-100.50251E-03,+22.61307E-03
