x-axis,1,2
second,Volt,Volt
+29.518000E-03,,
+29.519000E-03,-18.592965E-03,-14.572864E-03
+29.520000E-03,+8.040201E-03,-8.542713E-03
+29.521000E-03,-21.105527E-03,+4.020100E-03
+29.522000E-03,-25.125628E-03,-11.306533E-03
+29.523000E-03,-16.080402E-03,-8.040201E-03
+29.524000E-03,-22.613065E-03,-15.326633E-03
+29.525000E-03,-16.080402E-03,-13.316583E-03
+29.526000E-03,-9.045226E-03,-4.020100E-03
+29.527000E-03,-8.040201E-03,+2.512563E-03
+29.528000E-03,-8.040201E-03,+0.0E+00
+29.529000E-03,-8.040201E-03,-1.256281E-03
+29.530000E-03,+0.0E+00,-8.040201E-03
+29.531000E-03,-8.040201E-03,-14.572864E-03
+29.532000E-03,-16.080402E-03,-8.040201E-03
+29.533000E-03,-24.120603E-03,-5.276382E-03
+29.534000E-03,-8.040201E-03,+3.266332E-03
+29.535000E-03,-13.065326E-03,+17.336683E-03
+29.536000E-03,-16.080402E-03,+8.040201E-03
+29.537000E-03,-5.025126E-03,+1.256281E-03
+29.538000E-03,-16.080402E-03,-6.532663E-03
+29.539000E-03,-16.080402E-03,-8.040201E-03
+29.540000E-03,-8.040201E-03,-20.100502E-03
+29.541000E-03,-2.512563E-03,-6.532663E-03
+29.542000E-03,-6.532663E-03,-8.040201E-03
+29.543000E-03,-8.040201E-03,+6.532663E-03
+29.544000E-03,+0.0E+00,-12.060301E-03
+29.545000E-03,-2.512563E-03,-6.532663E-03
+29.546000E-03,-16.080402E-03,-8.040201E-03
+29.547000E-03,+0.0E+00,-10.552764E-03
+29.548000E-03,-16.080402E-03,+502.513E-06
+29.549000E-03,-21.105527E-03,+0.0E+00
+29.550000E-03,-14.572864E-03,-7.286432E-03
+29.551000E-03,+2.512563E-03,-16.080402E-03
+29.552000E-03,-1.005025E-03,+0.0E+00
+29.553000E-03,-29.145728E-03,-10.552764E-03
+29.554000E-03,-16.080402E-03,-11.306533E-03
+29.555000E-03,-8.040201E-03,+0.0E+00
+29.556000E-03,-8.040201E-03,-4.020100E-03
+29.557000E-03,-2.512563E-03,-22.613065E-03
+29.558000E-03,+8.040201E-03,-11.306533E-03
+29.559000E-03,+0.0E+00,-1.256281E-03
+29.560000E-03,+5.025126E-03,-20.100502E-03
+29.561000E-03,+5.025126E-03,-6.532663E-03
+29.562000E-03,-9.045226E-03,-12.060301E-03
+29.563000E-03,-5.025126E-03,-4.020100E-03
+29.564000E-03,-16.080402E-03,+3.266332E-03
+29.565000E-03,-10.552764E-03,-6.532663E-03
