x-axis,1
second,Volt
-2.061000E+00,+503E-06
-2.058500E+00,-15.075E-03
-2.056000E+00,+503E-06
-2.053500E+00,-23.116E-03
-2.051000E+00,-7.035E-03
-2.048500E+00,-23.116E-03
-2.046000E+00,+503E-06
-2.043500E+00,-15.075E-03
-2.041000E+00,-7.538E-03
-2.038500E+00,-23.116E-03
-2.036000E+00,+503E-06
-2.033500E+00,-7.035E-03
-2.031000E+00,-7.538E-03
-2.028500E+00,-23.116E-03
-2.026000E+00,-23.116E-03
-2.023500E+00,-7.538E-03
-2.021000E+00,-15.578E-03
-2.018500E+00,-7.035E-03
-2.016000E+00,-7.035E-03
-2.013500E+00,-15.075E-03
-2.011000E+00,-7.035E-03
-2.008500E+00,-15.578E-03
-2.006000E+00,+503E-06
-2.003500E+00,-23.116E-03
-2.001000E+00,-15.075E-03
-1.998500E+00,-15.075E-03
-1.996000E+00,+503E-06
-1.993500E+00,-15.075E-03
-1.991000E+00,-23.116E-03
-1.988500E+00,-23.116E-03
-1.986000E+00,-7.538E-03
-1.983500E+00,-7.035E-03
-1.981000E+00,-23.116E-03
-1.978500E+00,-23.116E-03
-1.976000E+00,-23.116E-03
-1.973500E+00,-7.538E-03
-1.971000E+00,-7.035E-03
-1.968500E+00,+8.543E-03
-1.966000E+00,+503E-06
-1.963500E+00,-23.116E-03
-1.961000E+00,-23.116E-03
-1.958500E+00,-15.075E-03
-1.956000E+00,+503E-06
-1.953500E+00,-7.538E-03
-1.951000E+00,+1.005E-03
-1.948500E+00,-7.035E-03
-1.946000E+00,+503E-06
-1.943500E+00,-7.538E-03
-1.941000E+00,+503E-06
-1.938500E+00,+1.005E-03
-1.936000E+00,-15.075E-03
-1.933500E+00,-15.075E-03
-1.931000E+00,-7.538E-03
-1.928500E+00,-7.035E-03
-1.926000E+00,-15.075E-03
-1.923500E+00,-23.116E-03
-1.921000E+00,+503E-06
-1.918500E+00,-31.156E-03
-1.916000E+00,+503E-06
-1.913500E+00,-15.075E-03
-1.911000E+00,+503E-06
-1.908500E+00,-7.538E-03
-1.906000E+00,-31.156E-03
-1.903500E+00,+8.543E-03
-1.901000E+00,+1.005E-03
-1.898500E+00,-15.075E-03
-1.896000E+00,-15.075E-03
-1.893500E+00,-7.538E-03
-1.891000E+00,-23.116E-03
-1.888500E+00,+503E-06
-1.886000E+00,-7.538E-03
-1.883500E+00,-7.035E-03
-1.881000E+00,-7.538E-03
-1.878500E+00,-7.538E-03
-1.876000E+00,-15.075E-03
-1.873500E+00,+1.005E-03
-1.871000E+00,-15.075E-03
-1.868500E+00,-7.538E-03
-1.866000E+00,-15.075E-03
-1.863500E+00,-7.035E-03
-1.861000E+00,-7.538E-03
-1.858500E+00,-15.075E-03
-1.856000E+00,-7.035E-03
-1.853500E+00,-23.116E-03
-1.851000E+00,-15.075E-03
-1.848500E+00,-15.075E-03
-1.846000E+00,-15.075E-03
-1.843500E+00,-7.035E-03
-1.841000E+00,-7.035E-03
-1.838500E+00,+8.543E-03
-1.836000E+00,-15.075E-03
-1.833500E+00,-15.075E-03
-1.831000E+00,+8.543E-03
-1.828500E+00,-7.538E-03
-1.826000E+00,-7.538E-03
-1.823500E+00,+503E-06
-1.821000E+00,-15.578E-03
-1.818500E+00,+1.005E-03
-1.816000E+00,-23.618E-03
-1.813500E+00,-15.075E-03
-1.811000E+00,+503E-06
-1.808500E+00,+8.543E-03
-1.806000E+00,-23.116E-03
-1.803500E+00,-7.035E-03
-1.801000E+00,-15.075E-03
-1.798500E+00,-7.538E-03
-1.796000E+00,-7.035E-03
-1.793500E+00,-15.075E-03
-1.791000E+00,-15.075E-03
-1.788500E+00,-7.035E-03
-1.786000E+00,-15.075E-03
-1.783500E+00,-7.538E-03
-1.781000E+00,-39.196E-03
-1.778500E+00,-15.075E-03
-1.776000E+00,-15.075E-03
-1.773500E+00,-15.075E-03
-1.771000E+00,-15.075E-03
-1.768500E+00,-15.075E-03
-1.766000E+00,+503E-06
-1.763500E+00,-15.075E-03
-1.761000E+00,+8.543E-03
-1.758500E+00,-23.116E-03
-1.756000E+00,+503E-06
-1.753500E+00,-23.116E-03
-1.751000E+00,-15.075E-03
-1.748500E+00,-15.578E-03
-1.746000E+00,-15.075E-03
-1.743500E+00,-15.075E-03
-1.741000E+00,-7.035E-03
-1.738500E+00,-31.156E-03
-1.736000E+00,-15.075E-03
-1.733500E+00,-15.075E-03
-1.731000E+00,-15.075E-03
-1.728500E+00,-7.538E-03
-1.726000E+00,+503E-06
-1.723500E+00,-15.075E-03
-1.721000E+00,-15.075E-03
-1.718500E+00,+503E-06
-1.716000E+00,-15.075E-03
-1.713500E+00,+503E-06
-1.711000E+00,-7.035E-03
-1.708500E+00,-7.538E-03
-1.706000E+00,-7.538E-03
-1.703500E+00,-15.075E-03
-1.701000E+00,+503E-06
-1.698500E+00,-7.035E-03
-1.696000E+00,-31.156E-03
-1.693500E+00,-23.116E-03
-1.691000E+00,+1.005E-03
-1.688500E+00,-7.538E-03
-1.686000E+00,-7.035E-03
-1.683500E+00,+503E-06
-1.681000E+00,-15.075E-03
-1.678500E+00,-15.075E-03
-1.676000E+00,-7.035E-03
-1.673500E+00,-15.075E-03
-1.671000E+00,-15.578E-03
-1.668500E+00,-23.116E-03
-1.666000E+00,-23.116E-03
-1.663500E+00,-7.035E-03
-1.661000E+00,-7.538E-03
-1.658500E+00,-15.075E-03
-1.656000E+00,+503E-06
-1.653500E+00,-7.538E-03
-1.651000E+00,+503E-06
-1.648500E+00,-15.075E-03
-1.646000E+00,-15.075E-03
-1.643500E+00,-15.075E-03
-1.641000E+00,-7.538E-03
-1.638500E+00,-15.075E-03
-1.636000E+00,-15.075E-03
-1.633500E+00,-15.578E-03
-1.631000E+00,-15.075E-03
-1.628500E+00,-7.035E-03
-1.626000E+00,-7.538E-03
-1.623500E+00,+503E-06
-1.621000E+00,-7.035E-03
-1.618500E+00,-15.075E-03
-1.616000E+00,-7.538E-03
-1.613500E+00,-7.538E-03
-1.611000E+00,-7.035E-03
-1.608500E+00,-15.075E-03
-1.606000E+00,-7.035E-03
-1.603500E+00,-7.035E-03
-1.601000E+00,-7.035E-03
-1.598500E+00,-15.075E-03
-1.596000E+00,-23.116E-03
-1.593500E+00,-7.035E-03
-1.591000E+00,-7.538E-03
-1.588500E+00,-7.035E-03
-1.586000E+00,+503E-06
-1.583500E+00,+503E-06
-1.581000E+00,-15.075E-03
-1.578500E+00,-7.538E-03
