x-axis,1,2
second,Volt,Volt
+9.60200E-03,,
+9.60300E-03,,
+9.60400E-03,-36.43216E-03,+24.12060E-03
+9.60500E-03,-46.48241E-03,+16.08040E-03
+9.60600E-03,-60.30151E-03,+8.04020E-03
+9.60700E-03,-40.20100E-03,+10.55276E-03
+9.60800E-03,-42.71357E-03,+1.00503E-03
+9.60900E-03,-40.20100E-03,+8.04020E-03
+9.61000E-03,-40.20100E-03,+9.04523E-03
+9.61100E-03,-40.20100E-03,+0.0E+00
+9.61200E-03,-60.30151E-03,+17.08543E-03
+9.61300E-03,-40.20100E-03,+13.06533E-03
+9.61400E-03,-56.53266E-03,+16.08040E-03
+9.61500E-03,-46.48241E-03,+5.02513E-03
+9.61600E-03,-36.43216E-03,+16.08040E-03
+9.61700E-03,-46.48241E-03,+13.06533E-03
+9.61800E-03,-40.20100E-03,+6.53266E-03
+9.61900E-03,-32.66332E-03,+0.0E+00
+9.62000E-03,-40.20100E-03,+0.0E+00
+9.62100E-03,-40.20100E-03,+8.04020E-03
+9.62200E-03,-40.20100E-03,+17.08543E-03
+9.62300E-03,-46.48241E-03,+8.04020E-03
+9.62400E-03,-36.43216E-03,+8.04020E-03
+9.62500E-03,-26.38191E-03,+5.02513E-03
+9.62600E-03,-42.71357E-03,+16.08040E-03
+9.62700E-03,-40.20100E-03,+16.08040E-03
+9.62800E-03,-40.20100E-03,+9.04523E-03
+9.62900E-03,-20.10050E-03,+13.06533E-03
+9.63000E-03,-52.76382E-03,+1.00503E-03
+9.63100E-03,-52.76382E-03,+2.51256E-03
+9.63200E-03,-22.61307E-03,-8.04020E-03
+9.63300E-03,-40.20100E-03,+5.02513E-03
+9.63400E-03,-22.61307E-03,+0.0E+00
+9.63500E-03,-40.20100E-03,-2.51256E-03
+9.63600E-03,-56.53266E-03,-14.57286E-03
+9.63700E-03,-40.20100E-03,-8.04020E-03
+9.63800E-03,-60.30151E-03,-1.00503E-03
+9.63900E-03,-46.48241E-03,-8.04020E-03
+9.64000E-03,-42.71357E-03,+6.53266E-03
+9.64100E-03,-32.66332E-03,+13.06533E-03
+9.64200E-03,-22.61307E-03,-8.04020E-03
+9.64300E-03,-32.66332E-03,+8.04020E-03
+9.64400E-03,-36.43216E-03,-8.04020E-03
+9.64500E-03,-40.20100E-03,-8.04020E-03
+9.64600E-03,-56.53266E-03,+0.0E+00
+9.64700E-03,-32.66332E-03,-16.08040E-03
+9.64800E-03,-52.76382E-03,-14.57286E-03
+9.64900E-03,-40.20100E-03,-21.10553E-03
